gharnef,5047329192,60319101,3,2,4,10,0.5813953,341,108,0,1,3,2,9,0,35.775875,14.15,0
staylin,5047373534,63263924,1,2,4,4,0.6956522,546,326,1,0,0,0,3,0,31.581594,13.27,0
Jabinskiz,5047373534,99837014,0,2,4,8,0.73913044,357,148,0,0,0,0,9,0,47.829823,15.74,2.05
.4leks...,5047373534,20413194,2,2,6,8,0.73913044,418,174,4,0,2,0,2,0,10.493164,14.34,0
Newbycakes,5047373534,24521769,4,2,4,12,0.7826087,269,19,0,0,15,0,3,0,11.082447,11.49,0
gharnef,5047373534,60319101,3,2,4,5,0.7826087,398,54,0,0,1,0,3,0,76.39996,15,0
K[A]livunkka,5047373534,79878292,0,2,10,5,0.8378378,393,75,3,0,1,2,10,1,134.6323,35.93,4.69
PatchThomas,5047373534,106197309,4,2,1,6,0.6756757,284,41,2,1,16,0,3,0,14.145142,14.48,0
1980-Something Space Guy,5047373534,58762087,3,2,13,3,0.5675676,540,223,2,0,0,0,1,0,0,13.29,0
Danny Brown,5047373534,167577976,2,2,1,5,0.6486486,384,105,0,0,0,0,1,0,0,7.13,0
Zen,5047373534,140467285,1,2,10,6,0.7837838,611,208,0,0,0,1,10,0,31.153862,16.2,0
FlyingNightmare,5047367211,50050664,0,2,6,0,0.53125,535,168,3,0,0,0,1,0,10.248693,9.13,-3.91
Stang,5047367211,85455948,2,2,6,1,0.4375,540,153,3,0,2,0,3,0,46.058685,15.98,0
ChiD,5047367211,70666167,1,2,7,1,0.5,498,127,1,0,0,0,4,0,47.32032,14.38,0
Charkhil,5047367211,78362704,4,2,7,5,0.59375,310,11,0,0,2,0,2,1,37.043068,15.65,0
Count Scary Mothman,5047367211,96006725,3,2,5,2,0.53125,277,10,0,0,8,0,6,0,54.110443,14.6,0
George,5047367211,240889153,1,2,2,6,0.75,313,96,0,0,1,0,5,0,51.642548,12.69,0
Lemonardo,5047367211,73267979,0,2,1,8,0.25,319,116,0,0,0,1,1,0,16.351887,6.31,0
MANGO WANGO,5047367211,86638311,2,2,1,7,0.375,270,68,0,0,0,1,1,0,27.19201,7.66,0
Tiggles,5047367211,140674032,3,2,2,4,0.5,205,35,0,0,6,0,2,0,0,7.72,0
Krenn,5047367211,519770,4,2,0,7,0.25,149,15,0,0,4,0,3,0,25.9781,7.04,0
